"0.07 (0.00 to   15.65)","0.23 (0.00 to   56.26)","0.34 (0.00 to   38.61)","0.23 (0.00 to   57.51)","0.69 (0.01 to   48.75)","0.77 (0.01 to   55.41)","0.81 (0.01 to   60.90)","0.68 (0.00 to  264.36)","0.69 (0.00 to  264.47)","0.69 (0.00 to  267.99)","0.91 (0.01 to   66.74)","0.81 (0.00 to  326.59)","0.97 (0.01 to   74.17)","0.99 (0.02 to   64.05)","Chemotherapy + antiangiogenesis",".",".",".",".",".",".",".",".",".",".",".","."
"0.07 (0.00 to    1.83)","0.20 (0.01 to    7.24)","0.31 (0.04 to    2.65)","0.21 (0.01 to    7.38)","0.62 (0.33 to    1.18)","0.69 (0.28 to    1.71)","0.72 (0.27 to    1.95)","0.61 (0.01 to   41.86)","0.62 (0.01 to   41.72)","0.62 (0.01 to   42.35)","0.82 (0.35 to    1.92)","0.73 (0.01 to   52.22)","0.87 (0.30 to    2.55)","0.88 (0.35 to    2.26)","0.90 (0.01 to   64.58)","Chemotherapy",".",".",".",".",".",".",".",".",".",".","."
"0.06 (0.00 to    3.62)","0.19 (0.00 to   13.68)","0.28 (0.01 to    7.03)","0.19 (0.00 to   13.97)","0.57 (0.05 to    6.77)","0.63 (0.05 to    8.30)","0.66 (0.05 to    8.93)","0.56 (0.00 to   71.89)","0.56 (0.00 to   71.77)","0.57 (0.00 to   72.80)","0.75 (0.06 to    9.75)","0.67 (0.00 to   90.54)","0.80 (0.06 to   10.93)","0.81 (0.06 to   10.95)","0.82 (0.01 to  112.41)","0.92 (0.07 to   11.81)","DHFR inhibitor",".",".",".",".",".",".",".",".",".","."
"0.05 (0.00 to   11.78)","0.16 (0.00 to   42.32)","0.25 (0.00 to   29.23)","0.17 (0.00 to   43.27)","0.50 (0.01 to   37.09)","0.56 (0.01 to   42.14)","0.58 (0.01 to   46.29)","0.49 (0.00 to  198.30)","0.50 (0.00 to  198.39)","0.50 (0.00 to  201.03)","0.66 (0.01 to   50.75)","0.59 (0.00 to  244.93)","0.70 (0.01 to   56.36)","0.71 (0.01 to   48.77)","0.72 (0.00 to  274.48)","0.81 (0.01 to   61.12)","0.88 (0.01 to  125.97)","3rd-generation EGFR TKIs + PD-L1 inhibitor",".",".",".",".",".",".",".",".","."
"0.04 (0.00 to    1.92)","0.13 (0.00 to    7.34)","0.19 (0.01 to    3.47)","0.13 (0.00 to    7.50)","0.39 (0.05 to    2.99)","0.43 (0.05 to    3.51)","0.45 (0.05 to    4.03)","0.38 (0.00 to   39.67)","0.38 (0.00 to   39.58)","0.39 (0.00 to   40.16)","0.51 (0.07 to    3.49)","0.45 (0.00 to   45.33)","0.54 (0.06 to    4.96)","0.55 (0.06 to    4.84)","0.55 (0.01 to   61.49)","0.62 (0.07 to    5.11)","0.68 (0.03 to   16.78)","0.77 (0.01 to   88.78)","2nd-generation EGFR TKIs + Cetuximab",".",".",".",".",".",".",".","."
"0.03 (0.00 to    4.29)","0.10 (0.00 to   15.69)","0.16 (0.00 to    9.82)","0.10 (0.00 to   16.03)","0.31 (0.01 to   11.50)","0.35 (0.01 to   13.69)","0.36 (0.01 to   14.60)","0.31 (0.00 to   76.64)","0.31 (0.00 to   76.61)","0.31 (0.00 to   77.66)","0.41 (0.01 to   16.10)","0.37 (0.00 to   95.88)","0.44 (0.01 to   17.77)","0.45 (0.01 to   17.89)","0.45 (0.00 to  118.93)","0.51 (0.01 to   19.57)","0.55 (0.01 to   43.50)","0.63 (0.00 to  170.55)","0.82 (0.01 to   51.34)","1st-generation EGFR TKIs + HGF inhibitor",".",".",".",".",".",".","."
"0.04 (0.00 to    1.47)","0.12 (0.00 to    5.70)","0.19 (0.01 to    2.43)","0.13 (0.00 to    5.81)","0.38 (0.08 to    1.76)","0.42 (0.08 to    2.07)","0.44 (0.08 to    2.47)","0.37 (0.00 to   31.70)","0.37 (0.00 to   31.61)","0.38 (0.00 to   32.08)","0.49 (0.09 to    2.58)","0.44 (0.00 to   39.64)","0.52 (0.09 to    3.07)","0.53 (0.14 to    1.98)","0.54 (0.01 to   42.98)","0.60 (0.12 to    3.03)","0.66 (0.04 to   12.17)","0.75 (0.01 to   62.27)","0.98 (0.08 to   12.41)","1.20 (0.02 to   60.07)","3rd-generation EGFR TKIs + antiangiogenesis",".",".",".",".",".","."
"0.04 (0.00 to    1.41)","0.12 (0.00 to    5.48)","0.18 (0.01 to    2.34)","0.12 (0.00 to    5.59)","0.36 (0.08 to    1.70)","0.40 (0.07 to    2.20)","0.42 (0.07 to    2.41)","0.35 (0.00 to   30.49)","0.36 (0.00 to   30.41)","0.36 (0.00 to   30.86)","0.47 (0.09 to    2.58)","0.42 (0.00 to   38.59)","0.50 (0.08 to    2.97)","0.51 (0.09 to    2.95)","0.52 (0.01 to   47.94)","0.58 (0.11 to    3.11)","0.63 (0.03 to   11.73)","0.72 (0.01 to   69.34)","0.93 (0.07 to   12.23)","1.15 (0.02 to   57.81)","0.96 (0.11 to    8.56)","1st-generation EGFR TKIs + IGF-1R inhibitor",".",".",".",".","."
"0.03 (0.00 to    1.31)","0.10 (0.00 to    5.07)","0.15 (0.01 to    2.23)","0.10 (0.00 to    5.17)","0.31 (0.06 to    1.71)","0.35 (0.06 to    2.01)","0.36 (0.06 to    2.37)","0.31 (0.00 to   27.94)","0.31 (0.00 to   27.87)","0.31 (0.00 to   28.28)","0.41 (0.07 to    2.49)","0.37 (0.00 to   34.92)","0.44 (0.06 to    2.94)","0.44 (0.10 to    1.98)","0.45 (0.01 to   37.93)","0.50 (0.09 to    2.93)","0.55 (0.03 to   11.05)","0.62 (0.01 to   54.91)","0.81 (0.06 to   11.40)","1.00 (0.02 to   53.36)","0.83 (0.11 to    6.08)","0.87 (0.09 to    8.71)","3rd-generation EGFR TKIs + chemotherapy",".",".",".","."
"0.02 (0.00 to    2.26)","0.06 (0.00 to    8.30)","0.10 (0.00 to    5.00)","0.07 (0.00 to    8.49)","0.20 (0.01 to    5.66)","0.22 (0.01 to    6.77)","0.23 (0.01 to    7.23)","0.19 (0.00 to   41.20)","0.20 (0.00 to   41.18)","0.20 (0.00 to   41.75)","0.26 (0.01 to    7.96)","0.23 (0.00 to   51.63)","0.28 (0.01 to    8.81)","0.28 (0.01 to    8.86)","0.28 (0.00 to   64.05)","0.32 (0.01 to    9.67)","0.35 (0.01 to   22.41)","0.39 (0.00 to   91.95)","0.51 (0.01 to   26.14)","0.63 (0.00 to   86.27)","0.53 (0.01 to   21.12)","0.55 (0.01 to   22.16)","0.63 (0.01 to   27.17)","1st-generation EGFR TKIs + ER inhibitor",".",".","."
"0.03 (0.00 to    1.10)","0.09 (0.00 to    4.26)","0.13 (0.01 to    1.88)","0.09 (0.00 to    4.35)","0.26 (0.05 to    1.45)","0.29 (0.05 to    1.70)","0.30 (0.05 to    2.01)","0.26 (0.00 to   23.49)","0.26 (0.00 to   23.43)","0.26 (0.00 to   23.78)","0.34 (0.06 to    2.11)","0.31 (0.00 to   29.36)","0.37 (0.05 to    2.49)","0.37 (0.08 to    1.68)","0.38 (0.00 to   31.89)","0.42 (0.07 to    2.48)","0.46 (0.02 to    9.31)","0.52 (0.01 to   46.17)","0.68 (0.05 to    9.62)","0.83 (0.02 to   44.89)","0.70 (0.09 to    5.14)","0.73 (0.07 to    7.35)","0.84 (0.10 to    6.99)","1.32 (0.03 to   57.25)","3rd-generation EGFR TKIs + Amivantamab",".","."
"0.03 (0.00 to    0.84)","0.09 (0.00 to    3.32)","0.14 (0.02 to    1.20)","0.10 (0.00 to    3.39)","0.29 (0.18 to    0.48)","0.33 (0.14 to    0.77)","0.34 (0.13 to    0.88)","0.29 (0.00 to   19.28)","0.29 (0.00 to   19.22)","0.29 (0.00 to   19.51)","0.38 (0.16 to    0.89)","0.34 (0.00 to   24.49)","0.41 (0.15 to    1.11)","0.42 (0.16 to    1.08)","0.42 (0.01 to   30.44)","0.47 (0.21 to    1.06)","0.51 (0.04 to    6.40)","0.58 (0.01 to   44.15)","0.76 (0.09 to    6.25)","0.93 (0.02 to   35.25)","0.78 (0.15 to    3.94)","0.81 (0.16 to    4.16)","0.93 (0.16 to    5.50)","1.48 (0.05 to   43.94)","1.12 (0.19 to    6.65)","1st-generation EGFR TKIs + antiangiogenesis","0.16 (0.02 to   1.04)"
"0.03 (0.00 to    0.86)","0.08 (0.00 to    3.37)","0.13 (0.01 to    1.32)","0.09 (0.00 to    3.44)","0.26 (0.09 to    0.78)","0.29 (0.08 to    1.07)","0.30 (0.08 to    1.18)","0.25 (0.00 to   19.17)","0.26 (0.00 to   19.11)","0.26 (0.00 to   19.40)","0.34 (0.09 to    1.25)","0.30 (0.00 to   24.31)","0.36 (0.09 to    1.47)","0.37 (0.09 to    1.45)","0.37 (0.00 to   30.21)","0.42 (0.12 to    1.50)","0.45 (0.03 to    6.84)","0.52 (0.01 to   43.76)","0.67 (0.07 to    6.90)","0.83 (0.02 to   35.66)","0.69 (0.10 to    4.61)","0.72 (0.11 to    4.86)","0.83 (0.11 to    6.30)","1.31 (0.04 to   44.86)","0.99 (0.13 to    7.61)","0.89 (0.28 to    2.80)","Antiangiogenesis"
