"Afatinib",".",".",".",".","3.19 (0.83 to 12.29)",".",".","."
"1.79 (0.34 to  9.39)","Erlotinib + Onartuzumab",".",".",".",".",".",".","3.12 (1.55 to  6.30)"
"2.16 (0.36 to 12.80)","1.21 (0.27 to  5.50)","Gefitinib",".",".","1.48 (0.46 to  4.73)",".",".","."
"2.79 (0.52 to 15.07)","1.56 (0.38 to  6.36)","1.29 (0.28 to  6.05)","Dacomitinib",".","1.14 (0.41 to  3.16)",".",".","."
"3.15 (0.59 to 16.82)","1.76 (0.44 to  7.09)","1.46 (0.31 to  6.74)","1.13 (0.27 to  4.68)","Osimertinib","1.02 (0.37 to  2.76)",".",".","."
"3.19 (0.83 to 12.29)","1.79 (0.68 to  4.72)","1.48 (0.46 to  4.73)","1.14 (0.41 to  3.16)","1.02 (0.37 to  2.76)","Placebo",".",".","1.74 (0.89 to  3.41)"
"5.65 (0.37 to 87.32)","3.17 (0.29 to 34.65)","2.62 (0.18 to 37.11)","2.03 (0.15 to 27.01)","1.80 (0.14 to 23.81)","1.77 (0.16 to 19.18)","Erlotinib + Emibetuzumab",".","0.99 (0.10 to  9.71)"
"4.77 (0.98 to 23.28)","2.67 (1.13 to  6.33)","2.21 (0.53 to  9.25)","1.71 (0.46 to  6.37)","1.52 (0.41 to  5.58)","1.49 (0.65 to  3.45)","0.84 (0.08 to  8.77)","Erlotinib + Tivantinib","1.17 (0.71 to  1.93)"
"5.57 (1.24 to 25.07)","3.12 (1.55 to  6.30)","2.58 (0.67 to  9.87)","2.00 (0.59 to  6.73)","1.77 (0.53 to  5.89)","1.74 (0.89 to  3.41)","0.99 (0.10 to  9.71)","1.17 (0.71 to  1.93)","Erlotinib"
