"","x"
"Afatinib",0.4615
"Afatinib_HMGCRi",0.524
"Almonertinib",0.2486
"antiangio",0.7897
"chemo",0.5757
"Dacomitinib",0.3279
"Erlotinib",0.473
"Erlotinib_antiangio",0.4585
"Erlotinib_COX2i",0.0256
"Erlotinib_METi",0.4117
"Furmonertinib",0.2538
"Gefitinib",0.2234
"Gefitinib_chemo",0.5011
"Gefitinib_PARPi",0.874
"Osimertinib",0.6771
"Osimertinib_antiangio",0.7636
"Osimertinib_chemo",0.9704
"Placebo",0.4402
