"","x"
"Afatinib",0.4939
"Almonertinib",0.9652
"antiangio",0.6607
"chemo",0.5569
"Dacomitinib",0.2792
"Erlotinib",0.1996
"Erlotinib_antiangio",0.3744
"Erlotinib_ERi",0.8427
"Erlotinib_METi",0.3048
"Gefitinib",0.3522
"Gefitinib_antiangio",0.703
"Gefitinib_chemo",0.3624
"Osimertinib",0.4927
"Osimertinib_antiangio",0.6966
"Placebo",0.2155
