"","x"
"Afatinib",0.4873
"Afatinib_HMGCRi",0.0622
"Almonertinib",0.4398
"antiangio",0.9555
"chemo",0.6007
"Dacomitinib",0.3796
"Erlotinib",0.4989
"Erlotinib_antiangio",0.5257
"Erlotinib_COX2i",0.062
"Erlotinib_METi",0.3889
"Furmonertinib",0.3514
"Gefitinib",0.285
"Gefitinib_chemo",0.5627
"Gefitinib_PARPi",0.8392
"Osimertinib",0.6961
"Osimertinib_antiangio",0.8865
"Placebo",0.4784
