"","x"
"Afatinib",0.4192
"Afatinib_HMGCRi",0.504
"Almonertinib",0.3496
"antiangio",0.6572
"chemo",0.4909
"Dacomitinib",0.4081
"Erlotinib",0.4707
"Erlotinib_antiangio",0.3759
"Erlotinib_COX2i",0.0694
"Erlotinib_METi",0.4632
"Furmonertinib",0.3254
"Gefitinib",0.4088
"Gefitinib_chemo",0.5267
"Gefitinib_PARPi",0.9117
"Osimertinib",0.5547
"Osimertinib_antiangio",0.7057
"Osimertinib_chemo",0.9241
"Placebo",0.4347
