"","x"
"Afatinib",0.3738
"Almonertinib",0.5922
"antiangio",0.5281
"chemo",0.3837
"Dacomitinib",0.315
"Erlotinib",0.2658
"Erlotinib_antiangio",0.7857
"Erlotinib_ERi",0.5426
"Erlotinib_METi",0.4515
"Gefitinib",0.301
"Gefitinib_antiangio",0.6546
"Gefitinib_chemo",0.4626
"Gefitinib_ERi",0.6444
"Osimertinib",0.6031
"Osimertinib_antiangio",0.7927
"Placebo",0.303
