"Afatinib",".",".",".","3.19 (0.81 to 12.53)",".",".",".","."
"1.66 (0.34 to  8.23)","Erlotinib + Onartuzumab",".",".",".",".",".",".","2.73 (1.42 to  5.26)"
"2.15 (0.35 to 13.07)","1.29 (0.31 to  5.46)","Gefitinib",".","1.49 (0.46 to  4.84)",".",".",".","."
"2.79 (0.50 to 15.54)","1.68 (0.44 to  6.34)","1.30 (0.27 to  6.26)","Dacomitinib","1.14 (0.40 to  3.24)",".",".",".","."
"3.19 (0.81 to 12.53)","1.92 (0.84 to  4.40)","1.49 (0.46 to  4.84)","1.14 (0.40 to  3.24)","Placebo","0.99 (0.36 to  2.71)",".",".","1.42 (0.85 to  2.36)"
"3.15 (0.58 to 17.25)","1.89 (0.51 to  7.01)","1.47 (0.31 to  6.94)","1.13 (0.26 to  4.82)","0.99 (0.36 to  2.71)","Osimertinib",".",".","."
"4.61 (0.30 to 70.05)","2.77 (0.25 to 30.21)","2.14 (0.15 to 29.83)","1.65 (0.13 to 21.65)","1.44 (0.14 to 15.18)","1.46 (0.11 to 18.96)","Erlotinib + Emibetuzumab",".","0.99 (0.10 to  9.82)"
"4.20 (0.89 to 19.84)","2.53 (1.08 to  5.88)","1.96 (0.49 to  7.86)","1.51 (0.42 to  5.39)","1.32 (0.63 to  2.75)","1.33 (0.38 to  4.66)","0.91 (0.09 to  9.66)","Erlotinib + Tivantinib","1.08 (0.63 to  1.84)"
"4.54 (1.06 to 19.50)","2.73 (1.42 to  5.26)","2.11 (0.58 to  7.63)","1.63 (0.51 to  5.18)","1.42 (0.85 to  2.36)","1.44 (0.46 to  4.47)","0.99 (0.10 to  9.82)","1.08 (0.63 to  1.84)","Erlotinib"
