"Erlotinib","0.57 (0.29 to  1.12)",".",".","0.45 (0.10 to  2.02)","0.33 (0.01 to  8.12)",".","0.23 (0.01 to  4.26)","."
"0.57 (0.29 to   1.12)","Placebo","0.98 (0.36 to  2.67)","0.87 (0.32 to  2.41)",".",".","0.68 (0.21 to  2.16)",".","0.31 (0.08 to  1.20)"
"0.56 (0.17 to   1.88)","0.98 (0.36 to   2.67)","Osimertinib",".",".",".",".",".","."
"0.50 (0.15 to   1.69)","0.87 (0.32 to   2.41)","0.89 (0.21 to   3.68)","Dacomitinib",".",".",".",".","."
"0.45 (0.10 to   2.02)","0.78 (0.15 to   4.05)","0.79 (0.12 to   5.44)","0.90 (0.13 to   6.19)","Erlotinib + Figitumumab",".",".",".","."
"0.33 (0.01 to   8.12)","0.57 (0.02 to  15.17)","0.58 (0.02 to  17.87)","0.65 (0.02 to  20.24)","0.73 (0.02 to  25.31)","Erlotinib + Linsitinib",".",".","."
"0.39 (0.10 to   1.48)","0.68 (0.21 to   2.16)","0.69 (0.15 to   3.18)","0.77 (0.17 to   3.62)","0.86 (0.12 to   6.49)","1.19 (0.04 to  38.56)","Gefitinib",".","."
"0.23 (0.01 to   4.26)","0.39 (0.02 to   8.01)","0.40 (0.02 to   9.55)","0.45 (0.02 to  10.82)","0.50 (0.02 to  13.65)","0.69 (0.01 to  53.63)","0.58 (0.02 to  14.71)","Erlotinib + Teprotumumab","."
"0.18 (0.04 to   0.81)","0.31 (0.08 to   1.20)","0.32 (0.06 to   1.70)","0.36 (0.07 to   1.94)","0.40 (0.05 to   3.36)","0.55 (0.02 to  19.07)","0.46 (0.08 to   2.74)","0.80 (0.03 to  21.64)","Afatinib"
