"Afatinib",".",".",".",".",".",".","3.19 (0.83 to 12.29)","."
"1.25 (0.05 to  34.09)","Erlotinib + Teprotumumab",".",".",".",".",".",".","4.44 (0.23 to 83.93)"
"2.16 (0.36 to  12.80)","1.72 (0.07 to  43.56)","Gefitinib",".",".",".",".","1.48 (0.46 to  4.73)","."
"1.82 (0.05 to  63.21)","1.45 (0.02 to 112.90)","0.84 (0.03 to  27.40)","Erlotinib + Linsitinib",".",".",".",".","3.06 (0.12 to 76.02)"
"2.50 (0.30 to  20.95)","1.99 (0.07 to  54.06)","1.16 (0.15 to   8.68)","1.37 (0.04 to  47.62)","Erlotinib + Figitumumab",".",".",".","2.23 (0.50 to 10.04)"
"2.79 (0.52 to  15.07)","2.22 (0.09 to  53.52)","1.29 (0.28 to   6.05)","1.53 (0.05 to  47.55)","1.12 (0.16 to   7.73)","Dacomitinib",".","1.14 (0.41 to  3.16)","."
"3.15 (0.59 to  16.82)","2.51 (0.10 to  60.00)","1.46 (0.31 to   6.74)","1.73 (0.06 to  53.33)","1.26 (0.18 to   8.63)","1.13 (0.27 to   4.68)","Osimertinib","1.02 (0.37 to  2.76)","."
"3.19 (0.83 to  12.29)","2.55 (0.12 to  51.88)","1.48 (0.46 to   4.73)","1.75 (0.07 to  46.70)","1.28 (0.25 to   6.63)","1.14 (0.41 to   3.16)","1.02 (0.37 to   2.76)","Placebo","1.74 (0.89 to  3.41)"
"5.57 (1.24 to  25.07)","4.44 (0.23 to  83.93)","2.58 (0.67 to   9.87)","3.06 (0.12 to  76.02)","2.23 (0.50 to  10.04)","2.00 (0.59 to   6.73)","1.77 (0.53 to   5.89)","1.74 (0.89 to   3.41)","Erlotinib"
