"Category","Condition","Value","Dataset","OR","CI_low","CI_high","K....k","I2....I2","tau2....tau2","p_value"
"2nd-generation EGFR TKIs","Smoker_status","Non-smoker","hf_total",0.886982679760471,0.188973379438979,4.16322275936812,2,0.39566955419885,1.28897979314255,0.879170203802112
"1st-generation EGFR TKIs","Smoker_status","Smoker","hf_total",0.823813637423318,0.489647003193776,1.38603709361631,15,0,0,0.46530447373262
"2nd-generation EGFR TKIs","Smoker_status","Smoker","hf_total",0.80344837530169,0.214706665942664,3.00656381086608,2,0,0,0.745158098404197
"1st-generation EGFR TKIs","Smoker_status","Non-smoker","vt_total",0.413753472385906,0.308105333156843,0.555627954107007,24,0.439215910240616,0.612183224139652,4.44847039409573e-09
"3rd-generation EGFR TKIs","Smoker_status","Non-smoker","vt_total",2.72874445879967,1.92642291526756,3.86521893111707,8,0.816794694578994,1.62005356808358,1.59659243754618e-08
"2nd-generation EGFR TKIs","Smoker_status","Non-smoker","vt_total",1.24701169170761,0.736171617411754,2.11233104139862,6,0.265587397828805,0.191262497178046,0.411688844389235
"1st-generation EGFR TKIs","Smoker_status","Smoker","vt_total",0.792063905034766,0.65253604148455,0.961426173842655,28,0.100097270842154,0.0348933908019435,0.0183812618818142
"2nd-generation EGFR TKIs","Smoker_status","Smoker","vt_total",1.01393983667167,0.636333419350222,1.61562156116139,4,0,0,0.953556995409749
"1st-generation EGFR TKIs","Smoker_status","Non-smoker","hyper_total",0.314350360957701,0.261532683695161,0.377834800752534,18,0.872875621547631,1.38243767822007,6.21411576569526e-35
"3rd-generation EGFR TKIs","Smoker_status","Non-smoker","hyper_total",0.654711906558134,0.475538779655011,0.901393743113774,7,0.705445626684731,0.509427964427817,0.00942307378840103
"2nd-generation EGFR TKIs","Smoker_status","Non-smoker","hyper_total",0.919170071221518,0.621277806201803,1.35989667004931,5,0.3895409287795,0.153888059727975,0.673212399807831
"1st-generation EGFR TKIs","Smoker_status","Smoker","hyper_total",0.236791268469245,0.185844568790241,0.301704296166756,13,0.520612448750111,0.263517218780365,2.18065895120002e-31
"2nd-generation EGFR TKIs","Smoker_status","Smoker","hyper_total",0.335031847133758,0.0136067923690168,8.24928723462019,1,NA,NA,0.503488984713034
"1st-generation EGFR TKIs","location","Non-Asian","cardiac_serious1",0.570047728971445,0.311144165506419,1.04438536643168,7,0,0,0.0688534462620083
"1st-generation EGFR TKIs","location","Asian","cardiac_serious1",0.878945343443386,0.510291596270575,1.51392835470326,10,0,0,0.641852577003695
"3rd-generation EGFR TKIs","location","Asian","cardiac_serious1",1.33423855377899,0.56785719912306,3.13492991044121,3,0.0513053124503517,0.0439221327676303,0.50822197464514
"2nd-generation EGFR TKIs","location","Asian","cardiac_serious1",0.759007909383849,0.116144400713035,4.96014446646144,2,0.437967987536156,2.10615570650374,0.773420442026283
"1st-generation EGFR TKIs","location","Mixed","cardiac_serious1",0.80788158999657,0.644660768908949,1.01242807835196,27,0,0,0.0639253187278184
"3rd-generation EGFR TKIs","location","Mixed","cardiac_serious1",0.960251976569474,0.708530207954177,1.30140373431363,11,0.119978651284841,0.0402878595524659,0.793710827003095
"2nd-generation EGFR TKIs","location","Mixed","cardiac_serious1",0.935674680273437,0.632674487937157,1.38378759377407,8,0,0,0.739122453245418
"1st-generation EGFR TKIs","location","Non-Asian","cardiac_total1",0.671752010481101,0.460443342563005,0.980035374327634,8,0.305910015864179,0.413077304869999,0.0389596423858666
"1st-generation EGFR TKIs","location","Asian","cardiac_total1",0.91671539843852,0.692712193031545,1.21315479962401,13,0,0,0.542988557042854
"3rd-generation EGFR TKIs","location","Asian","cardiac_total1",1.05789502437457,0.787395732507735,1.42132073669256,6,0.264982010333343,0.0603146954270625,0.708745183068229
