"Category","Condition","Value","Dataset","OR","CI_low","CI_high","K....k","I2....I2","tau2....tau2","p_value"
"Afatinib","median_age","<65 years","vt_serious",1.42047508868016,0.765313286340318,2.636501304204,4,0.467247980602691,0.449902881731577,0.265998154601128
"Befotertinib","median_age","<65 years","vt_serious",16.0778443113772,2.10065037324151,123.055735972854,1,NA,NA,0.00747796990542565
"Icotinib","median_age","<65 years","vt_serious",0.0621973929236499,0.00812639892073455,0.476043044924654,1,NA,NA,0.00747796990542565
"Lazertinib","median_age","<65 years","vt_serious",0.605275331512841,0.376993486614815,0.971789274736989,2,0.849099884121576,0.716326039861702,0.0376700608518864
"Erlotinib","median_age",">=65 years","vt_serious",0.816097945573848,0.358814362794053,1.85615718273832,6,0,0,0.627877518052911
"Osimertinib","median_age",">=65 years","vt_serious",2.90026970750262,1.12958621415884,7.44658908795302,2,0,0,0.0268813150148338
"Afatinib","median_age",">=65 years","vt_serious",0.375903614457831,0.070854939808783,1.99426501163926,1,NA,NA,0.25047227246671
"Gefitinib","median_age",">=65 years","vt_serious",1.63934426229508,0.38747375619629,6.93582356828929,1,NA,NA,0.501800936720095
"Gefitinib","median_age","<65 years","hyper_serious",0.328300251205027,0.229206281610875,0.470236043200004,5,0.898659121133523,3.96876525780658,1.23397646394191e-09
"Osimertinib","median_age","<65 years","hyper_serious",0.447324985684057,0.061731860678382,3.24143222994273,2,0,0,0.425954019999997
"Erlotinib","median_age","<65 years","hyper_serious",0.181847943906209,0.0906782437611433,0.364681464167109,7,0,0,1.57725934101697e-06
"Afatinib","median_age","<65 years","hyper_serious",0.690033605612383,0.0885206592957169,5.37892940091854,2,0,0,0.723252953735653
"Lazertinib","median_age","<65 years","hyper_serious",6.04941176470588,0.245399317832667,149.125853413805,1,NA,NA,0.270986099212483
"Erlotinib","median_age",">=65 years","hyper_serious",0.0882483891877268,0.0471314392615359,0.165235314606319,4,0,0,3.3011907460846e-14
"Osimertinib","median_age",">=65 years","hyper_serious",0.277794086980969,0.101526874531342,0.76008992808862,5,0,0,0.0126271203403145
"Gefitinib","median_age",">=65 years","hyper_serious",0.122413723835925,0.0134785491414364,1.11177543117827,2,0,0,0.0620642550830575
"Afatinib","median_age",">=65 years","hyper_serious",2.96449704142012,0.119056444179517,73.8157667075748,1,NA,NA,0.507639017386107
"Gefitinib","median_age","<65 years","arrhy_total",0.750715120659802,0.515635281579462,1.09296863989011,8,0,0,0.134625033999623
"Almonertinib","median_age","<65 years","arrhy_total",1.04264502762431,0.615001931688569,1.76765079525018,1,NA,NA,0.876781630950415
"Erlotinib","median_age","<65 years","arrhy_total",1.23253351251692,0.927173306215387,1.63846267930021,20,0,0,0.150041851387764
"Osimertinib","median_age","<65 years","arrhy_total",1.60543206017864,1.10989982340161,2.322202459633,7,0.627509170734368,0.716009413209918,0.0119501205630141
"Afatinib","median_age","<65 years","arrhy_total",1.13209672383509,0.329358946291758,3.89132588183234,3,0.360258899683592,1.15456655632623,0.843863127462341
"Dacomitinib","median_age","<65 years","arrhy_total",0.55327868852459,0.241815905030729,1.26591055760617,1,NA,NA,0.161032425191028
"Furmonertinib","median_age","<65 years","arrhy_total",1.15445134575569,0.557697544922174,2.38975036173616,1,NA,NA,0.698824304942343
"Befotertinib","median_age","<65 years","arrhy_total",1.12382595361319,0.680529886161354,1.85588436260849,1,NA,NA,0.648297950545802
"Icotinib","median_age","<65 years","arrhy_total",0.889817499573597,0.538826674844374,1.46944317999122,1,NA,NA,0.648297950545802
"Lazertinib","median_age","<65 years","arrhy_total",2.66796445992342,0.594666799265282,11.9697860519687,2,0,0,0.200082966990724
"Zorifertinib","median_age","<65 years","arrhy_total",1.1362617660242,0.626590729856357,2.06050096084955,1,NA,NA,0.674010756683144
"Osimertinib","median_age",">=65 years","arrhy_total",1.02238224761603,0.66170900344972,1.57964521381917,4,0.794769590271033,1.1131235079908,0.920566618090985
"Erlotinib","median_age",">=65 years","arrhy_total",0.254397646637912,0.0279224961181021,2.31777855178755,2,0,0,0.224640894533552
"Afatinib","median_age",">=65 years","arrhy_total",1.62077922077922,0.507651459862859,5.17466311082678,1,NA,NA,0.414888105510547
"Almonertinib","median_age","<65 years","hf_total",0.333333333333333,0.0135034420624435,8.22835471113988,1,NA,NA,0.501846780890261
"Gefitinib","median_age","<65 years","hf_total",0.932683749471165,0.303843376558166,2.86298482587151,5,0.0556820824597566,0.15306901572816,0.90306951481729
"Erlotinib","median_age","<65 years","hf_total",0.841279362830722,0.496268424864749,1.42614547060445,15,0,0,0.521006635845258
"Osimertinib","median_age","<65 years","hf_total",0.742953117251716,0.429795388749533,1.28428398461881,6,0.209784935816168,0.207551869194211,0.287331453736647
"Afatinib","median_age","<65 years","hf_total",0.886982679760471,0.188973379438979,4.16322275936812,2,0.39566955419885,1.28897979314255,0.879170203802112
"Icotinib","median_age","<65 years","hf_total",7.07088607594937,0.362864731432578,137.785311076297,1,NA,NA,0.196731132547626
"Dacomitinib","median_age","<65 years","hf_total",1,0.0623499876097063,16.0384955689121,1,NA,NA,1
"Lazertinib","median_age","<65 years","hf_total",0.497035463407774,0.105067286021935,2.35129564337852,2,0,0,0.377944699911982
"Erlotinib","median_age",">=65 years","hf_total",0.320430107526882,0.0128493929504376,7.99068517911522,1,NA,NA,0.487982830208293
"Osimertinib","median_age",">=65 years","hf_total",0.655045494755466,0.26711005688076,1.60639627429296,2,0.888851304555129,9.0749800600732,0.355314927989605
"Gefitinib","median_age",">=65 years","hf_total",1.48350750512026,0.24580388230435,8.95345711026309,2,0.304610891297618,1.11630919770117,0.667176724351577
"Erlotinib","median_age","<65 years","vt_total",0.805907627009494,0.658853296302028,0.985784099309324,26,0.275400674055442,0.121239108942411,0.035794479642395
"Almonertinib","median_age","<65 years","vt_total",26.6049382716049,1.56501502384743,452.278559406925,1,NA,NA,0.023219055142281
"Gefitinib","median_age","<65 years","vt_total",0.437971149153253,0.268973017200969,0.713152306081689,12,0,0,0.000903411913920124
"Osimertinib","median_age","<65 years","vt_total",0.329171945205962,0.258132597911089,0.419761666629949,6,0.861412824952996,0.808280765174263,3.29243198925254e-19
"Dacomitinib","median_age","<65 years","vt_total",0.773185185540122,0.381257494440762,1.5680093896006,3,0,0,0.475799755526277
"Afatinib","median_age","<65 years","vt_total",1.42047508868016,0.765313286340318,2.636501304204,4,0.467247980602691,0.449902881731577,0.265998154601128
"Befotertinib","median_age","<65 years","vt_total",34.6488549618321,8.28581870170048,144.891312903056,1,NA,NA,1.19351029819182e-06
"Icotinib","median_age","<65 years","vt_total",0.0288609825952853,0.00690172502383965,0.12068813426907,1,NA,NA,1.19351029819182e-06
"Lazertinib","median_age","<65 years","vt_total",0.428143381119264,0.311688051194026,0.588109663152043,2,0.965821685059274,1.65761737659856,1.62878110155299e-07
"Erlotinib","median_age",">=65 years","vt_total",0.981272627528786,0.51070988707917,1.88540694805069,6,0.190830040946863,0.212351581175357,0.954753478463544
"Osimertinib","median_age",">=65 years","vt_total",2.90026970750262,1.12958621415884,7.44658908795302,2,0,0,0.0268813150148338
"Gefitinib","median_age",">=65 years","vt_total",0.638238433759567,0.216316987075064,1.88310822851149,2,0.707977064128236,3.32738542843349,0.415969281831501
"Afatinib","median_age",">=65 years","vt_total",0.678571428571428,0.20647616841733,2.23008392301618,1,NA,NA,0.522975358574145
"Erlotinib","median_age","<65 years","hyper_total",0.277642083996958,0.214942751780057,0.358630966468004,9,0.564739355672998,0.247478517997197,9.97676482111684e-23
"Gefitinib","median_age","<65 years","hyper_total",0.481858868603692,0.37556583437128,0.618235068268994,9,0.862501449617754,1.16026426686363,9.36296952758329e-09
"Almonertinib","median_age","<65 years","hyper_total",1.2751256281407,0.582269776827741,2.79242617811888,1,NA,NA,0.543383556561631
"Osimertinib","median_age","<65 years","hyper_total",0.693410944685692,0.480496656664322,1.00067030964964,5,0,0,0.0504199981856879
"Dacomitinib","median_age","<65 years","hyper_total",0.88301282051282,0.460972883928994,1.69144795360698,1,NA,NA,0.707546249645577
"Afatinib","median_age","<65 years","hyper_total",0.477172972887281,0.230440850013251,0.988080221197727,3,0,0,0.0463433048460682
"Lazertinib","median_age","<65 years","hyper_total",1.38633235694542,0.830012252369558,2.31552895565946,2,0,0,0.211995042125092
"Erlotinib","median_age",">=65 years","hyper_total",0.114544575386038,0.0752839059120596,0.174279742680911,5,0.482242077323845,0.242206433807296,4.56016444239355e-24
"Osimertinib","median_age",">=65 years","hyper_total",0.27080716911612,0.175824307488536,0.417101161336686,5,0.846193029872774,1.89242690816674,3.06805207949587e-09
"Gefitinib","median_age",">=65 years","hyper_total",0.0723947256486602,0.00805980554567554,0.650263368271559,2,0.457237470589001,2.36659528405215,0.0190671700976156
"Afatinib","median_age",">=65 years","hyper_total",1.65466297322253,0.835582863730166,3.27664636722107,1,NA,NA,0.148550295746586
"Erlotinib","treat_line","priority therapy","cardiac_serious",0.867892467522799,0.528943690458794,1.42404068480233,11,0,0,0.57493100366587
"Almonertinib","treat_line","priority therapy","cardiac_serious",2.54784688995215,0.488878676235724,13.2783941910136,1,NA,NA,0.266851254962214
"Gefitinib","treat_line","priority therapy","cardiac_serious",0.766100262567734,0.44924634054088,1.30643159296463,8,0,0,0.327872530284746
"Osimertinib","treat_line","priority therapy","cardiac_serious",0.82952447410662,0.54767634034192,1.256418805151,5,0.440490598629563,0.207164919786132,0.377588997137091
"Afatinib","treat_line","priority therapy","cardiac_serious",0.724925627713229,0.299483159134241,1.75474696885998,4,0,0,0.475710227815982
"Dacomitinib","treat_line","priority therapy","cardiac_serious",0.986725663716814,0.0613391128481804,15.8728662712681,1,NA,NA,0.992477453893862
"Furmonertinib","treat_line","priority therapy","cardiac_serious",1.42456140350877,0.443517496528383,4.57563728207284,1,NA,NA,0.552264097872143
"Lazertinib","treat_line","priority therapy","cardiac_serious",1.07237139470456,0.600925688549517,1.91368155845751,3,0,0,0.813075532601628
"Zorifertinib","treat_line","priority therapy","cardiac_serious",2.70440251572327,0.707857163219053,10.3323005644107,1,NA,NA,0.145739966373612
"Erlotinib","treat_line","non-priority therapy","cardiac_serious",0.74608613637619,0.582597093942774,0.955453655159198,22,0.229285609239471,0.124836598239552,0.0202839830957016
"Osimertinib","treat_line","non-priority therapy","cardiac_serious",0.804073541512555,0.280243181116949,2.30704724940564,2,0.667668523143419,1.87182129582473,0.68511819691888
"Afatinib","treat_line","non-priority therapy","cardiac_serious",1.30379960757206,0.731628394309389,2.32343827812976,3,0.123066988758646,0.0649368188563467,0.36816087921709
"Icotinib","treat_line","non-priority therapy","cardiac_serious",7.07088607594937,0.362864731432578,137.785311076297,1,NA,NA,0.196731132547626
"Gefitinib","treat_line","non-priority therapy","cardiac_serious",0.200915105688263,0.0233429172774513,1.72929883672763,2,0,0,0.143943982304081
"Dacomitinib","treat_line","non-priority therapy","cardiac_serious",0.670102357301346,0.344189163915434,1.30462320240607,2,0,0,0.238920747672801
"Erlotinib","treat_line","priority therapy","cardiac_total",0.696511370791382,0.499640742860331,0.970953823470122,12,0.461738218963287,0.424566212400533,0.0328529442150241
"Almonertinib","treat_line","priority therapy","cardiac_total",1.11542390194076,0.666092640058041,1.86786402701031,1,NA,NA,0.677946130262215
"Gefitinib","treat_line","priority therapy","cardiac_total",0.900886025275432,0.640082577610552,1.26795457168398,10,0,0,0.549471281404713
"Osimertinib","treat_line","priority therapy","cardiac_total",0.934281837349613,0.713013481360299,1.22421605540483,5,0.750178177436531,0.338122495709674,0.622049792140077
"Afatinib","treat_line","priority therapy","cardiac_total",0.831567041317037,0.436067021700931,1.58577399755542,4,0,0,0.575465286692574
"Dacomitinib","treat_line","priority therapy","cardiac_total",0.986725663716814,0.0613391128481804,15.8728662712681,1,NA,NA,0.992477453893862
"Furmonertinib","treat_line","priority therapy","cardiac_total",1.15445134575569,0.557697544922174,2.38975036173616,1,NA,NA,0.698824304942343
"Befotertinib","treat_line","priority therapy","cardiac_total",1.12382595361319,0.680529886161354,1.85588436260849,1,NA,NA,0.648297950545802
"Icotinib","treat_line","priority therapy","cardiac_total",0.889817499573597,0.538826674844374,1.46944317999122,1,NA,NA,0.648297950545802
"Lazertinib","treat_line","priority therapy","cardiac_total",1.07237139470456,0.600925688549517,1.91368155845751,3,0,0,0.813075532601628
"Zorifertinib","treat_line","priority therapy","cardiac_total",1.1362617660242,0.626590729856357,2.06050096084955,1,NA,NA,0.674010756683144
"Gefitinib","treat_line","non-priority therapy","cardiac_total",0.0806866323695915,0.0154184445051754,0.422243154357131,3,0,0,0.00287305022012623
"Erlotinib","treat_line","non-priority therapy","cardiac_total",0.860662181281736,0.701542001141543,1.05587318946451,23,0.317747658036908,0.139786801190776,0.150238370057051
"Osimertinib","treat_line","non-priority therapy","cardiac_total",0.614510276285831,0.344908208552546,1.09485036974224,5,0.703068390632666,2.25931658937573,0.0984441045995693
"Afatinib","treat_line","non-priority therapy","cardiac_total",1.14837544313718,0.671125725483868,1.96500612079758,3,0.143832890608459,0.0512550399446614,0.613691713368038
"Icotinib","treat_line","non-priority therapy","cardiac_total",7.07088607594937,0.362864731432578,137.785311076297,1,NA,NA,0.196731132547626
"Dacomitinib","treat_line","non-priority therapy","cardiac_total",0.608518381407139,0.343960954921066,1.0765600432623,2,0,0,0.0879108504023474
"Erlotinib","treat_line","priority therapy","vascular_serious",0.229356118764998,0.16484631165235,0.319110744351276,17,0.546416241316079,0.771848504339035,2.36166359983974e-18
"Almonertinib","treat_line","priority therapy","vascular_serious",22.1295843520782,1.28844347559127,380.085361036899,1,NA,NA,0.032789409816675
"Gefitinib","treat_line","priority therapy","vascular_serious",0.34471984333716,0.254445113825905,0.467023196490629,12,0.748476566189636,1.44063364164459,6.22268372809118e-12
"Osimertinib","treat_line","priority therapy","vascular_serious",0.496078806306536,0.347055621772403,0.709091473031677,5,0.579563146220522,0.284262075644602,0.000120072173437446
"Afatinib","treat_line","priority therapy","vascular_serious",0.857179731274678,0.441935526869451,1.66258887786855,4,0,0,0.648441063368876
"Dacomitinib","treat_line","priority therapy","vascular_serious",4.97782705099778,0.237642600266682,104.26902466914,1,NA,NA,0.301086810691803
