"Erlotinib + MMP inhibitor",".",".",".",".",".",".",".","0.21 (0.04 to  1.13)",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"0.18 (0.03 to    1.08)","0.22 (0.05 to    0.98)","0.41 (0.06 to    2.67)","0.28 (0.01 to    8.40)","0.42 (0.04 to    4.74)","0.78 (0.30 to    1.98)","0.80 (0.37 to    1.73)","0.81 (0.33 to    2.02)","0.84 (0.42 to    1.65)","0.84 (0.40 to    1.77)","0.63 (0.04 to    9.86)","0.95 (0.33 to    2.73)","0.98 (0.31 to    3.11)","Afatinib",".",".",".",".",".","0.46 (0.16 to  1.31)",".",".",".",".",".",".",".",".","."
"0.17 (0.03 to    1.12)","0.21 (0.04 to    1.03)","0.40 (0.06 to    2.75)","0.27 (0.01 to    8.37)","0.40 (0.03 to    4.69)","0.74 (0.27 to    2.06)","0.77 (0.31 to    1.90)","0.78 (0.30 to    2.02)","0.80 (0.34 to    1.89)","0.80 (0.44 to    1.46)","0.61 (0.04 to    9.92)","0.91 (0.22 to    3.78)","0.93 (0.26 to    3.35)","0.96 (0.37 to    2.49)","Gefitinib + chemotherapy",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"0.16 (0.02 to    1.10)","0.20 (0.04 to    1.02)","0.38 (0.05 to    2.71)","0.25 (0.01 to    8.12)","0.38 (0.04 to    4.12)","0.71 (0.32 to    1.58)","0.73 (0.28 to    1.88)","0.74 (0.26 to    2.12)","0.76 (0.30 to    1.93)","0.76 (0.33 to    1.76)","0.58 (0.03 to    9.67)","0.86 (0.20 to    3.78)","0.89 (0.24 to    3.33)","0.91 (0.33 to    2.55)","0.95 (0.34 to    2.67)","Lazertinib",".",".",".",".",".",".",".",".",".","0.23 (0.09 to  0.59)",".",".","."
"0.16 (0.03 to    0.94)","0.19 (0.04 to    0.85)","0.37 (0.06 to    2.32)","0.25 (0.01 to    7.35)","0.37 (0.03 to    4.35)","0.69 (0.24 to    1.92)","0.71 (0.30 to    1.66)","0.72 (0.27 to    1.87)","0.74 (0.39 to    1.38)","0.74 (0.31 to    1.79)","0.56 (0.04 to    8.61)","0.84 (0.21 to    3.41)","0.86 (0.27 to    2.72)","0.88 (0.35 to    2.23)","0.92 (0.32 to    2.69)","0.97 (0.32 to    2.98)","Erlotinib + MET inhibitor",".",".",".",".",".",".",".",".",".",".",".","."
"0.15 (0.02 to    1.23)","0.19 (0.03 to    1.18)","0.35 (0.04 to    3.02)","0.23 (0.01 to    8.37)","0.35 (0.03 to    4.07)","0.65 (0.24 to    1.75)","0.67 (0.19 to    2.41)","0.68 (0.17 to    2.75)","0.70 (0.20 to    2.53)","0.71 (0.19 to    2.55)","0.53 (0.03 to   10.21)","0.80 (0.14 to    4.47)","0.82 (0.17 to    4.00)","0.84 (0.22 to    3.28)","0.88 (0.21 to    3.64)","0.92 (0.26 to    3.30)","0.95 (0.23 to    3.96)","Osimertinib + chemotherapy",".",".",".",".",".",".",".",".",".",".","."
"0.12 (0.01 to    1.96)","0.15 (0.01 to    2.00)","0.28 (0.02 to    4.73)","0.19 (0.00 to   10.47)","0.29 (0.01 to    7.42)","0.53 (0.05 to    5.64)","0.55 (0.06 to    5.41)","0.55 (0.05 to    5.71)","0.57 (0.06 to    5.24)","0.57 (0.06 to    5.73)","0.43 (0.01 to   13.81)","0.65 (0.05 to    8.29)","0.67 (0.06 to    7.49)","0.68 (0.07 to    6.95)","0.71 (0.07 to    7.72)","0.75 (0.07 to    8.31)","0.77 (0.08 to    7.75)","0.81 (0.06 to   10.51)","DHFR inhibitor",".",".",".",".",".",".",".",".",".","."
"0.12 (0.02 to    0.69)","0.15 (0.04 to    0.63)","0.28 (0.04 to    1.72)","0.19 (0.01 to    5.52)","0.28 (0.03 to    3.02)","0.52 (0.24 to    1.15)","0.54 (0.27 to    1.08)","0.55 (0.24 to    1.26)","0.56 (0.33 to    0.97)","0.56 (0.29 to    1.10)","0.43 (0.03 to    6.44)","0.64 (0.18 to    2.26)","0.66 (0.23 to    1.90)","0.67 (0.34 to    1.35)","0.70 (0.29 to    1.73)","0.74 (0.29 to    1.88)","0.76 (0.33 to    1.75)","0.80 (0.23 to    2.82)","0.99 (0.10 to    9.69)","Chemotherapy",".",".",".",".",".",".",".",".","."
"0.10 (0.01 to    0.79)","0.12 (0.02 to    0.76)","0.23 (0.03 to    1.95)","0.15 (0.00 to    5.41)","0.23 (0.02 to    3.18)","0.42 (0.11 to    1.69)","0.44 (0.12 to    1.61)","0.44 (0.12 to    1.69)","0.46 (0.13 to    1.63)","0.46 (0.15 to    1.39)","0.34 (0.02 to    6.60)","0.52 (0.09 to    2.85)","0.53 (0.11 to    2.60)","0.54 (0.14 to    2.09)","0.57 (0.16 to    2.02)","0.60 (0.15 to    2.41)","0.62 (0.15 to    2.56)","0.65 (0.12 to    3.55)","0.80 (0.06 to   10.32)","0.81 (0.22 to    2.97)","Almonertinib",".",".",".",".",".",".",".","."
"0.09 (0.01 to    0.67)","0.11 (0.02 to    0.64)","0.20 (0.02 to    1.65)","0.14 (0.00 to    4.68)","0.20 (0.01 to    2.80)","0.38 (0.10 to    1.47)","0.39 (0.11 to    1.37)","0.39 (0.11 to    1.47)","0.41 (0.12 to    1.33)","0.41 (0.13 to    1.30)","0.31 (0.02 to    5.67)","0.46 (0.09 to    2.47)","0.48 (0.10 to    2.17)","0.49 (0.13 to    1.79)","0.51 (0.14 to    1.87)","0.53 (0.13 to    2.16)","0.55 (0.14 to    2.10)","0.58 (0.11 to    3.11)","0.71 (0.06 to    8.82)","0.72 (0.21 to    2.52)","0.89 (0.18 to    4.46)","Erlotinib + ER inhibitor",".","0.63 (0.20 to  2.02)",".",".",".",".","."
"0.07 (0.01 to    0.47)","0.08 (0.02 to    0.44)","0.16 (0.02 to    1.16)","0.11 (0.00 to    3.45)","0.16 (0.01 to    2.10)","0.30 (0.09 to    1.05)","0.31 (0.10 to    0.94)","0.31 (0.09 to    1.03)","0.32 (0.12 to    0.83)","0.32 (0.10 to    1.00)","0.24 (0.01 to    4.11)","0.37 (0.08 to    1.76)","0.38 (0.10 to    1.45)","0.39 (0.12 to    1.24)","0.40 (0.11 to    1.45)","0.42 (0.11 to    1.60)","0.44 (0.14 to    1.36)","0.46 (0.09 to    2.25)","0.56 (0.05 to    6.31)","0.57 (0.19 to    1.71)","0.71 (0.14 to    3.47)","0.79 (0.17 to    3.60)","Erlotinib + IGF-1R inhibitor",".",".",".",".",".","."
"0.06 (0.01 to    0.41)","0.07 (0.01 to    0.39)","0.13 (0.02 to    1.02)","0.09 (0.00 to    2.92)","0.13 (0.01 to    1.74)","0.24 (0.06 to    0.89)","0.25 (0.07 to    0.83)","0.25 (0.07 to    0.89)","0.26 (0.08 to    0.80)","0.26 (0.09 to    0.78)","0.20 (0.01 to    3.52)","0.29 (0.06 to    1.51)","0.30 (0.07 to    1.32)","0.31 (0.09 to    1.08)","0.32 (0.09 to    1.13)","0.34 (0.09 to    1.31)","0.35 (0.10 to    1.27)","0.37 (0.07 to    1.90)","0.45 (0.04 to    5.45)","0.46 (0.14 to    1.52)","0.57 (0.12 to    2.72)","0.63 (0.20 to    2.02)","0.80 (0.18 to    3.51)","Gefitinib + ER inhibitor",".",".",".",".","."
"0.05 (0.01 to    0.27)","0.06 (0.02 to    0.24)","0.11 (0.02 to    0.67)","0.08 (0.00 to    2.22)","0.12 (0.01 to    1.29)","0.22 (0.09 to    0.52)","0.22 (0.12 to    0.43)","0.23 (0.10 to    0.50)","0.23 (0.17 to    0.32)","0.23 (0.12 to    0.47)","0.18 (0.01 to    2.57)","0.26 (0.07 to    0.96)","0.27 (0.10 to    0.75)","0.28 (0.13 to    0.59)","0.29 (0.12 to    0.73)","0.31 (0.11 to    0.82)","0.31 (0.15 to    0.64)","0.33 (0.09 to    1.24)","0.41 (0.04 to    3.84)","0.41 (0.22 to    0.78)","0.51 (0.14 to    1.90)","0.57 (0.17 to    1.94)","0.72 (0.26 to    1.97)","0.90 (0.28 to    2.92)","Erlotinib + antiangiogenesis",".","0.58 (0.17 to  1.99)",".","."
"0.04 (0.01 to    0.28)","0.05 (0.01 to    0.26)","0.09 (0.01 to    0.68)","0.06 (0.00 to    1.96)","0.09 (0.01 to    0.97)","0.16 (0.07 to    0.39)","0.17 (0.05 to    0.51)","0.17 (0.05 to    0.58)","0.17 (0.06 to    0.53)","0.17 (0.06 to    0.51)","0.13 (0.01 to    2.36)","0.20 (0.04 to    0.98)","0.20 (0.05 to    0.87)","0.21 (0.06 to    0.69)","0.22 (0.06 to    0.75)","0.23 (0.09 to    0.56)","0.24 (0.07 to    0.85)","0.25 (0.07 to    0.93)","0.31 (0.03 to    3.66)","0.31 (0.10 to    0.93)","0.38 (0.08 to    1.81)","0.43 (0.09 to    2.00)","0.54 (0.12 to    2.34)","0.67 (0.15 to    3.03)","0.75 (0.23 to    2.39)","Lazertinib + Amivantamab",".",".","."
"0.04 (0.01 to    0.23)","0.05 (0.01 to    0.21)","0.09 (0.01 to    0.58)","0.06 (0.00 to    1.82)","0.09 (0.01 to    1.07)","0.17 (0.06 to    0.48)","0.17 (0.07 to    0.41)","0.18 (0.07 to    0.46)","0.18 (0.09 to    0.36)","0.18 (0.08 to    0.43)","0.14 (0.01 to    2.13)","0.21 (0.05 to    0.85)","0.21 (0.07 to    0.68)","0.22 (0.08 to    0.56)","0.23 (0.08 to    0.65)","0.24 (0.08 to    0.73)","0.24 (0.10 to    0.62)","0.26 (0.06 to    1.08)","0.32 (0.03 to    3.23)","0.32 (0.14 to    0.76)","0.40 (0.10 to    1.63)","0.44 (0.12 to    1.70)","0.56 (0.17 to    1.81)","0.70 (0.19 to    2.57)","0.78 (0.38 to    1.61)","1.04 (0.29 to    3.76)","Antiangiogenesis",".","."
"0.03 (0.00 to    0.23)","0.04 (0.01 to    0.22)","0.07 (0.01 to    0.57)","0.05 (0.00 to    1.63)","0.07 (0.01 to    0.77)","0.13 (0.06 to    0.29)","0.14 (0.04 to    0.42)","0.14 (0.04 to    0.49)","0.14 (0.05 to    0.44)","0.14 (0.05 to    0.45)","0.11 (0.01 to    1.96)","0.16 (0.03 to    0.82)","0.17 (0.04 to    0.73)","0.17 (0.05 to    0.58)","0.18 (0.05 to    0.65)","0.19 (0.06 to    0.58)","0.19 (0.05 to    0.71)","0.20 (0.06 to    0.72)","0.25 (0.02 to    3.04)","0.26 (0.08 to    0.77)","0.32 (0.06 to    1.55)","0.35 (0.07 to    1.69)","0.45 (0.10 to    1.95)","0.56 (0.12 to    2.57)","0.62 (0.19 to    2.00)","0.83 (0.25 to    2.69)","0.80 (0.22 to    2.93)","Osimertinib + antiangiogenesis","."
"0.02 (0.00 to    0.14)","0.02 (0.00 to    0.13)","0.04 (0.01 to    0.34)","0.03 (0.00 to    0.98)","0.04 (0.00 to    0.57)","0.08 (0.02 to    0.29)","0.08 (0.03 to    0.27)","0.08 (0.02 to    0.28)","0.09 (0.03 to    0.27)","0.09 (0.03 to    0.23)","0.07 (0.00 to    1.18)","0.10 (0.02 to    0.49)","0.10 (0.02 to    0.45)","0.10 (0.03 to    0.35)","0.11 (0.03 to    0.34)","0.11 (0.03 to    0.41)","0.12 (0.03 to    0.43)","0.12 (0.02 to    0.61)","0.15 (0.01 to    1.84)","0.15 (0.05 to    0.50)","0.19 (0.04 to    0.83)","0.21 (0.05 to    0.96)","0.27 (0.06 to    1.19)","0.33 (0.08 to    1.45)","0.37 (0.11 to    1.23)","0.49 (0.12 to    2.12)","0.48 (0.13 to    1.76)","0.60 (0.13 to    2.67)","Gefitinib + antiangiogenesis"
