"Erlotinib + Teprotumumab",".",".","6.53 (0.36 to 118.01)",".",".",".","."
"3.97 (0.16 to  98.69)","Afatinib",".",".",".",".","2.27 (0.70 to   7.34)","."
"5.72 (0.27 to 122.12)","1.44 (0.26 to   7.98)","Erlotinib + Figitumumab","1.14 (0.42 to   3.09)",".",".",".","."
"6.53 (0.36 to 118.01)","1.64 (0.41 to   6.62)","1.14 (0.42 to   3.09)","Erlotinib",".",".","1.38 (0.65 to   2.93)","."
"7.40 (0.33 to 165.68)","1.86 (0.44 to   7.92)","1.29 (0.29 to   5.85)","1.13 (0.36 to   3.52)","Osimertinib",".","1.22 (0.52 to   2.85)","."
"9.25 (0.37 to 231.59)","2.33 (0.44 to  12.42)","1.62 (0.29 to   9.10)","1.42 (0.34 to   5.81)","1.25 (0.29 to   5.41)","Gefitinib","0.98 (0.30 to   3.22)","."
"9.02 (0.45 to 179.49)","2.27 (0.70 to   7.34)","1.58 (0.45 to   5.49)","1.38 (0.65 to   2.93)","1.22 (0.52 to   2.85)","0.98 (0.30 to   3.22)","Placebo","2.47 (0.70 to   8.66)"
"22.26 (0.87 to 570.41)","5.60 (1.01 to  31.23)","3.89 (0.66 to  22.85)","3.41 (0.79 to  14.74)","3.01 (0.66 to  13.70)","2.41 (0.43 to  13.63)","2.47 (0.70 to   8.66)","Dacomitinib"
