"1st-generation EGFR TKIs + MMP inhibitor",".",".",".","0.21 (0.04 to   1.15)",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"0.81 (0.09 to    7.07)","1st-generation EGFR TKIs + Autophagy inhibitor",".",".","0.26 (0.07 to   1.03)",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"0.30 (0.02 to    3.77)","0.37 (0.04 to    3.78)","1st-generation EGFR TKIs + HER3 inhibitor(18mg/kg)",".","0.71 (0.11 to   4.71)",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"0.40 (0.01 to   16.95)","0.49 (0.01 to   18.21)","1.32 (0.03 to   62.04)","Rociletinib(625mg)","0.54 (0.02 to  15.51)",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"0.21 (0.04 to    1.15)","0.26 (0.07 to    1.03)","0.71 (0.11 to    4.71)","0.54 (0.02 to   15.51)","1st-generation EGFR TKIs",".","1.32 (0.09 to  19.12)","0.86 (0.44 to   1.69)",".","0.97 (0.55 to   1.72)","0.80 (0.47 to   1.36)","0.74 (0.39 to   1.42)","0.61 (0.32 to   1.16)","0.57 (0.06 to   5.32)","0.64 (0.34 to   1.19)",".","0.37 (0.13 to   1.02)","0.35 (0.09 to   1.29)","0.20 (0.15 to   0.28)","0.18 (0.09 to   0.38)","0.07 (0.00 to   1.55)",".","."
"0.29 (0.02 to    5.11)","0.36 (0.02 to    5.26)","0.97 (0.05 to   19.27)","0.74 (0.01 to   43.45)","1.36 (0.14 to   13.78)","3rd-generation EGFR TKIs + PD-L1 inhibitor",".",".",".",".",".",".","0.54 (0.06 to   5.14)",".",".",".",".",".",".",".",".",".","."
"0.28 (0.01 to    6.67)","0.35 (0.02 to    6.98)","0.94 (0.04 to   24.86)","0.71 (0.01 to   52.13)","1.32 (0.09 to   19.12)","0.97 (0.03 to   33.17)","1st-generation EGFR TKIs + HGF inhibitor",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"0.21 (0.04 to    1.21)","0.25 (0.06 to    1.10)","0.69 (0.10 to    4.90)","0.52 (0.02 to   15.62)","0.97 (0.57 to    1.65)","0.71 (0.07 to    7.42)","0.73 (0.05 to   11.17)","Placebo",".","0.57 (0.20 to   1.62)",".",".","1.00 (0.30 to   3.31)",".",".",".",".",".",".",".",".",".","."
"0.20 (0.03 to    1.59)","0.25 (0.04 to    1.51)","0.68 (0.07 to    6.28)","0.51 (0.01 to   17.99)","0.95 (0.29 to    3.10)","0.69 (0.05 to    9.25)","0.72 (0.04 to   13.35)","0.98 (0.28 to    3.44)","2nd-generation EGFR TKIs + Cetuximab","0.95 (0.32 to   2.81)",".",".",".",".",".",".",".",".",".",".",".",".","."
"0.19 (0.03 to    1.11)","0.24 (0.06 to    1.00)","0.64 (0.09 to    4.49)","0.49 (0.02 to   14.41)","0.90 (0.56 to    1.45)","0.66 (0.06 to    6.92)","0.68 (0.05 to   10.29)","0.93 (0.50 to    1.75)","0.95 (0.32 to    2.81)","2nd-generation EGFR TKIs",".",".",".",".","0.46 (0.16 to   1.34)",".",".",".",".",".",".",".","."
"0.17 (0.03 to    1.01)","0.21 (0.05 to    0.92)","0.58 (0.08 to    4.11)","0.44 (0.01 to   13.11)","0.81 (0.48 to    1.37)","0.60 (0.06 to    6.36)","0.62 (0.04 to    9.37)","0.84 (0.40 to    1.77)","0.86 (0.24 to    3.13)","0.90 (0.45 to    1.82)","1st-generation EGFR TKIs + chemotherapy",".",".",".","0.61 (0.06 to   5.70)",".",".",".",".",".",".",".","."
"0.16 (0.03 to    0.97)","0.20 (0.04 to    0.88)","0.53 (0.07 to    3.91)","0.40 (0.01 to   12.28)","0.74 (0.39 to    1.42)","0.55 (0.05 to    6.02)","0.56 (0.04 to    8.82)","0.77 (0.33 to    1.78)","0.79 (0.20 to    3.03)","0.83 (0.37 to    1.85)","0.92 (0.40 to    2.10)","1st-generation EGFR TKIs + MET inhibitor",".",".",".",".",".",".",".",".",".",".","."
"0.16 (0.03 to    0.92)","0.19 (0.05 to    0.83)","0.53 (0.07 to    3.73)","0.40 (0.01 to   11.91)","0.74 (0.44 to    1.25)","0.54 (0.06 to    5.14)","0.56 (0.04 to    8.51)","0.76 (0.39 to    1.49)","0.78 (0.22 to    2.80)","0.82 (0.42 to    1.62)","0.91 (0.44 to    1.89)","0.99 (0.43 to    2.27)","3rd-generation EGFR TKIs",".","0.51 (0.17 to   1.58)","0.65 (0.24 to   1.79)",".",".",".",".",".","0.18 (0.07 to   0.48)","0.13 (0.06 to   0.29)"
"0.12 (0.01 to    2.01)","0.15 (0.01 to    2.05)","0.41 (0.02 to    7.58)","0.31 (0.01 to   17.38)","0.57 (0.06 to    5.32)","0.42 (0.02 to   10.41)","0.43 (0.01 to   14.07)","0.59 (0.06 to    5.87)","0.60 (0.05 to    7.56)","0.63 (0.06 to    6.23)","0.70 (0.07 to    6.96)","0.77 (0.07 to    7.83)","0.77 (0.08 to    7.67)","DHFR inhibitor",".",".",".",".",".",".",".",".","."
"0.11 (0.02 to    0.66)","0.14 (0.03 to    0.60)","0.38 (0.05 to    2.67)","0.29 (0.01 to    8.56)","0.53 (0.32 to    0.87)","0.39 (0.04 to    4.06)","0.40 (0.03 to    6.11)","0.55 (0.27 to    1.11)","0.56 (0.16 to    1.96)","0.59 (0.32 to    1.09)","0.65 (0.32 to    1.32)","0.71 (0.32 to    1.61)","0.72 (0.38 to    1.38)","0.93 (0.09 to    9.20)","Chemotherapy",".",".",".",".",".",".",".","."
"0.10 (0.01 to    0.79)","0.13 (0.02 to    0.75)","0.34 (0.04 to    3.11)","0.26 (0.01 to    8.99)","0.48 (0.15 to    1.50)","0.35 (0.03 to    4.16)","0.36 (0.02 to    6.65)","0.50 (0.15 to    1.68)","0.51 (0.10 to    2.60)","0.53 (0.16 to    1.81)","0.59 (0.17 to    2.07)","0.64 (0.17 to    2.39)","0.65 (0.24 to    1.79)","0.84 (0.07 to   10.35)","0.90 (0.27 to    3.00)","3rd-generation EGFR TKIs + chemotherapy",".",".",".",".",".",".","."
"0.08 (0.01 to    0.56)","0.10 (0.02 to    0.53)","0.26 (0.03 to    2.24)","0.20 (0.01 to    6.62)","0.37 (0.13 to    1.02)","0.27 (0.02 to    3.37)","0.28 (0.02 to    4.86)","0.38 (0.12 to    1.21)","0.39 (0.08 to    1.86)","0.41 (0.13 to    1.27)","0.45 (0.14 to    1.43)","0.49 (0.15 to    1.65)","0.50 (0.16 to    1.58)","0.64 (0.05 to    7.51)","0.69 (0.22 to    2.16)","0.76 (0.16 to    3.54)","1st-generation EGFR TKIs + IGF-1R inhibitor",".",".",".",".",".","."
"0.07 (0.01 to    0.63)","0.09 (0.01 to    0.60)","0.25 (0.02 to    2.46)","0.19 (0.01 to    6.87)","0.35 (0.09 to    1.29)","0.25 (0.02 to    3.62)","0.26 (0.01 to    5.15)","0.36 (0.09 to    1.48)","0.37 (0.06 to    2.15)","0.38 (0.09 to    1.56)","0.43 (0.10 to    1.75)","0.46 (0.11 to    2.01)","0.47 (0.11 to    1.93)","0.61 (0.05 to    8.10)","0.65 (0.16 to    2.65)","0.72 (0.13 to    4.11)","0.94 (0.18 to    5.02)","1st-generation EGFR TKIs + ER inhibitor",".",".",".",".","."
"0.04 (0.01 to    0.25)","0.06 (0.01 to    0.22)","0.15 (0.02 to    1.01)","0.11 (0.00 to    3.29)","0.21 (0.15 to    0.29)","0.15 (0.01 to    1.58)","0.16 (0.01 to    2.33)","0.22 (0.12 to    0.40)","0.22 (0.06 to    0.75)","0.23 (0.13 to    0.41)","0.26 (0.14 to    0.47)","0.28 (0.14 to    0.57)","0.28 (0.15 to    0.52)","0.37 (0.04 to    3.50)","0.39 (0.22 to    0.71)","0.43 (0.13 to    1.42)","0.57 (0.19 to    1.68)","0.60 (0.16 to    2.34)","1st-generation EGFR TKIs + antiangiogenesis","0.58 (0.16 to   2.04)",".",".","."
"0.04 (0.01 to    0.23)","0.05 (0.01 to    0.21)","0.12 (0.02 to    0.93)","0.09 (0.00 to    2.91)","0.17 (0.09 to    0.35)","0.13 (0.01 to    1.43)","0.13 (0.01 to    2.10)","0.18 (0.08 to    0.44)","0.18 (0.05 to    0.73)","0.19 (0.08 to    0.45)","0.22 (0.09 to    0.51)","0.23 (0.09 to    0.61)","0.24 (0.10 to    0.57)","0.31 (0.03 to    3.18)","0.33 (0.14 to    0.77)","0.36 (0.10 to    1.39)","0.48 (0.14 to    1.66)","0.51 (0.11 to    2.24)","0.84 (0.40 to    1.75)","Antiangiogenesis",".",".","."
"0.02 (0.00 to    0.51)","0.02 (0.00 to    0.55)","0.05 (0.00 to    1.89)","0.04 (0.00 to    3.71)","0.07 (0.00 to    1.55)","0.05 (0.00 to    2.47)","0.06 (0.00 to    3.21)","0.08 (0.00 to    1.68)","0.08 (0.00 to    2.04)","0.08 (0.00 to    1.79)","0.09 (0.00 to    1.99)","0.10 (0.00 to    2.22)","0.10 (0.00 to    2.19)","0.13 (0.00 to    5.65)","0.14 (0.01 to    3.03)","0.15 (0.01 to    3.96)","0.20 (0.01 to    5.01)","0.21 (0.01 to    5.88)","0.36 (0.02 to    7.54)","0.42 (0.02 to    9.58)","1st-generation EGFR TKIs + IGF-1R inhibitor(9mg/kg)",".","."
