"Erlotinib","0.70 (0.44 to   1.13)",".",".",".","0.33 (0.01 to   8.12)","0.37 (0.20 to   0.67)",".","0.10 (0.01 to   1.78)"
"0.70 (0.44 to   1.13)","Placebo","0.98 (0.36 to   2.67)","0.87 (0.32 to   2.41)","0.68 (0.21 to   2.16)",".",".","0.31 (0.08 to   1.20)","."
"0.69 (0.23 to   2.09)","0.98 (0.36 to   2.67)","Osimertinib",".",".",".",".",".","."
"0.61 (0.20 to   1.88)","0.87 (0.32 to   2.41)","0.89 (0.21 to   3.68)","Dacomitinib",".",".",".",".","."
"0.47 (0.14 to   1.67)","0.68 (0.21 to   2.16)","0.69 (0.15 to   3.18)","0.77 (0.17 to   3.62)","Gefitinib",".",".",".","."
"0.33 (0.01 to   8.12)","0.47 (0.02 to  11.97)","0.47 (0.02 to  14.13)","0.53 (0.02 to  16.00)","0.69 (0.02 to  21.67)","Erlotinib + Linsitinib",".",".","."
"0.37 (0.20 to   0.67)","0.53 (0.25 to   1.13)","0.54 (0.15 to   1.88)","0.60 (0.17 to   2.15)","0.78 (0.19 to   3.14)","1.13 (0.04 to  29.75)","Erlotinib + Figitumumab",".","."
"0.22 (0.05 to   0.92)","0.31 (0.08 to   1.20)","0.32 (0.06 to   1.70)","0.36 (0.07 to   1.94)","0.46 (0.08 to   2.74)","0.67 (0.02 to  22.65)","0.59 (0.13 to   2.80)","Afatinib","."
"0.10 (0.01 to   1.78)","0.15 (0.01 to   2.64)","0.15 (0.01 to   3.17)","0.17 (0.01 to   3.59)","0.21 (0.01 to   4.89)","0.31 (0.00 to  23.05)","0.28 (0.01 to   5.12)","0.46 (0.02 to  11.37)","Erlotinib + Teprotumumab"
